Project Name,Package Name,Type Name,Method Name,Code Smell
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getBackoffSum,Long Parameter List
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getBackoffSum,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getBackoffSum,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getBackoffSum,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedProbBackoffLm,getBackoffSum,Magic Number
berkeley,edu.berkeley.nlp.lm,NgramLanguageModel,sample,Magic Number
berkeley,edu.berkeley.nlp.lm,NgramLanguageModel,getDistributionOverNextWords,Magic Number
berkeley,edu.berkeley.nlp.lm,StaticMethods,sample,Magic Number
berkeley,edu.berkeley.nlp.lm,StaticMethods,getDistributionOverNextWords,Magic Number
berkeley,edu.berkeley.nlp.lm,ArrayEncodedNgramLanguageModel,scoreSentence,Long Statement
berkeley,edu.berkeley.nlp.lm,ArrayEncodedNgramLanguageModel,scoreSentence,Magic Number
berkeley,edu.berkeley.nlp.lm,DefaultImplementations,scoreSentence,Long Statement
berkeley,edu.berkeley.nlp.lm,DefaultImplementations,scoreSentence,Magic Number
berkeley,edu.berkeley.nlp.lm,StupidBackoffLm,getRawCount,Magic Number
berkeley,edu.berkeley.nlp.lm,ContextEncodedNgramLanguageModel,scoreSentence,Long Statement
berkeley,edu.berkeley.nlp.lm,ContextEncodedNgramLanguageModel,scoreSentence,Magic Number
berkeley,edu.berkeley.nlp.lm,ContextEncodedNgramLanguageModel,getLogProb,Long Statement
berkeley,edu.berkeley.nlp.lm,DefaultImplementations,scoreSentence,Long Statement
berkeley,edu.berkeley.nlp.lm,DefaultImplementations,scoreSentence,Magic Number
berkeley,edu.berkeley.nlp.lm,DefaultImplementations,getLogProb,Long Statement
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Complex Method
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Long Statement
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm,ContextEncodedProbBackoffLm,getLogProb,Magic Number
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedDirectMappedLmCache,getCached,Complex Conditional
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedDirectMappedLmCache,getCached,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedDirectMappedLmCache,putCached,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedDirectMappedLmCache,putCached,Long Statement
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedDirectMappedLmCache,ArrayEncodedDirectMappedLmCache,Magic Number
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedDirectMappedLmCache,getCached,Long Statement
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedDirectMappedLmCache,equals,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedDirectMappedLmCache,putCached,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedCachingLmWrapper,wrapWithCacheNotThreadSafe,Magic Number
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedCachingLmWrapper,wrapWithCacheThreadSafe,Magic Number
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedLmCache,putCached,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedLmCache,getCached,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ContextEncodedLmCache,putCached,Long Parameter List
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedCachingLmWrapper,wrapWithCacheNotThreadSafe,Magic Number
berkeley,edu.berkeley.nlp.lm.cache,ArrayEncodedCachingLmWrapper,wrapWithCacheThreadSafe,Magic Number
berkeley,edu.berkeley.nlp.lm.util,LongRef,hashCode,Magic Number
berkeley,edu.berkeley.nlp.lm.util,LongRef,hashCode,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,SystemLogger,Long Statement
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,Logger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,SystemLogger,Long Statement
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,SystemLogger,timeString,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hash32,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hash32,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hash32,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hash32,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hash32,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashOneLong,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashOneLong,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashThreeLongs,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashThreeLongs,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashThreeLongs,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashThreeLongs,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashThreeLongs,Magic Number
berkeley,edu.berkeley.nlp.lm.util,MurmurHash,hashThreeLongs,Missing default
berkeley,edu.berkeley.nlp.lm.array,CustomWidthArray,setAndGrowIfNeeded,Magic Number
berkeley,edu.berkeley.nlp.lm.array,CustomWidthArray,setAndGrowIfNeeded,Magic Number
berkeley,edu.berkeley.nlp.lm.array,CustomWidthArray,linearSearch,Long Parameter List
berkeley,edu.berkeley.nlp.lm.array,LongArray,newLongArray,Magic Number
berkeley,edu.berkeley.nlp.lm.array,LongArray,ensureCapacity,Magic Number
berkeley,edu.berkeley.nlp.lm.array,LongArray,ensureCapacity,Magic Number
berkeley,edu.berkeley.nlp.lm.array,LongArray,main,Magic Number
berkeley,edu.berkeley.nlp.lm.array,LongArray,main,Magic Number
berkeley,edu.berkeley.nlp.lm.array,LongArray,main,Magic Number
berkeley,edu.berkeley.nlp.lm.array,LongArray,linearSearch,Long Parameter List
berkeley,edu.berkeley.nlp.lm.array,StaticMethods,newLongArray,Magic Number
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,KneserNeyCountValueContainer,Magic Number
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,KneserNeyCountValueContainer,Magic Number
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,createFreshValues,Long Statement
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,getFromOffset,Long Statement
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,getFromOffset,Long Statement
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,getFromOffset,Long Statement
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,getFromOffset,Long Statement
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Complex Conditional
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Complex Method
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Long Statement
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Magic Number
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Magic Number
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Magic Number
berkeley,edu.berkeley.nlp.lm.values,KneserNeyCountValueContainer,add,Magic Number
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,getProbBackoff,Long Statement
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,numProbBackoffBits,Magic Number
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,add,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,add,Long Statement
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,add,Long Statement
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,add,Long Statement
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,add,Magic Number
berkeley,edu.berkeley.nlp.lm.values,UnrankedUncompressedProbBackoffValueContainer,setSizeAtLeast,Long Statement
berkeley,edu.berkeley.nlp.lm.values,RankedValueContainer,add,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,RankedValueContainer,add,Long Statement
berkeley,edu.berkeley.nlp.lm.values,RankedValueContainer,add,Magic Number
berkeley,edu.berkeley.nlp.lm.values,RankedValueContainer,setSizeAtLeast,Long Statement
berkeley,edu.berkeley.nlp.lm.values,CompressibleProbBackoffValueContainer,CompressibleProbBackoffValueContainer,Complex Method
berkeley,edu.berkeley.nlp.lm.values,CompressibleProbBackoffValueContainer,CompressibleProbBackoffValueContainer,Long Statement
berkeley,edu.berkeley.nlp.lm.values,CompressibleProbBackoffValueContainer,CompressibleProbBackoffValueContainer,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,CompressibleProbBackoffValueContainer,createFreshValues,Long Statement
berkeley,edu.berkeley.nlp.lm.values,CompressibleProbBackoffValueContainer,getCountRank,Long Statement
berkeley,edu.berkeley.nlp.lm.values,UncompressedProbBackoffValueContainer,UncompressedProbBackoffValueContainer,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,UncompressedProbBackoffValueContainer,createFreshValues,Long Statement
berkeley,edu.berkeley.nlp.lm.values,UncompressedProbBackoffValueContainer,getFromRank,Long Statement
berkeley,edu.berkeley.nlp.lm.values,CountValueContainer,CountValueContainer,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,CountValueContainer,createFreshValues,Long Statement
berkeley,edu.berkeley.nlp.lm.values,ValueContainer,add,Long Parameter List
berkeley,edu.berkeley.nlp.lm.values,ProbBackoffPair,hashCode,Magic Number
berkeley,edu.berkeley.nlp.lm.values,ProbBackoffPair,round,Long Statement
berkeley,edu.berkeley.nlp.lm.values,ProbBackoffPair,round,Magic Number
berkeley,edu.berkeley.nlp.lm.map,NgramsForOrderMapWrapper,entrySet,Long Statement
berkeley,edu.berkeley.nlp.lm.map,NgramsForOrderMapWrapper,size,Long Statement
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,ImplicitWordHashMap,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,hash,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,getWordForContext,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,getKey,Long Statement
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,wordRangeAt,Long Statement
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,wordRangeAt,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,wordRangeAt,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,setWordRangeStart,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,setWordRangeStart,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,setWordRangeStart,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,setWordRangeStart,Magic Number
berkeley,edu.berkeley.nlp.lm.map,ImplicitWordHashMap,setWordRangeStart,Magic Number
berkeley,edu.berkeley.nlp.lm.map,NgramIterableWrapper,NgramIterableWrapper,Long Statement
berkeley,edu.berkeley.nlp.lm.map,NgramIterableWrapper,iterator,Long Statement
berkeley,edu.berkeley.nlp.lm.map,NgramIterableWrapper,size,Long Statement
berkeley,edu.berkeley.nlp.lm.map,ExplicitWordHashMap,hash,Magic Number
berkeley,edu.berkeley.nlp.lm.map,NgramsForOrderIterableWrapper,iterator,Long Statement
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,put,Long Statement
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,put,Long Statement
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,compress,Complex Method
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,compress,Magic Number
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,compress,Magic Number
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,logCompressionInfo,Magic Number
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,logCompressionInfo,Magic Number
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,decompressLinearSearch,Complex Method
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,decompressLinearSearch,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,decompressSearch,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,binarySearchBlocks,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,CompressedNgramMap,binarySearchBlocks,Long Statement
berkeley,edu.berkeley.nlp.lm.map,AbstractNgramMap,AbstractNgramMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getRangeSizeForWord,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,HashNgramMap,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelp,Complex Conditional
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelp,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelp,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelp,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putWithOffset,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putWithOffsetAndSuffix,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehashIfNecessary,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehashIfNecessary,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehashIfNecessary,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehashIfNecessary,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehashIfNecessary,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelp,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelpWithSuffixIndex,Long Parameter List
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,putHelpWithSuffixIndex,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getNgramFromContextEncoding,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getNgramFromContextEncodingHelp,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getOffsetHelpFromMap,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Complex Method
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,rehash,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,getMap,Magic Number
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,wordHasBigrams,Long Statement
berkeley,edu.berkeley.nlp.lm.map,HashNgramMap,wordHasBigrams,Magic Number
berkeley,edu.berkeley.nlp.lm.map,NgramMapWrapper,entrySet,Long Statement
berkeley,edu.berkeley.nlp.lm.map,NgramMapWrapper,entrySet,Long Statement
berkeley,edu.berkeley.nlp.lm.map,NgramMapWrapper,iterator,Long Statement
berkeley,edu.berkeley.nlp.lm.map,NgramMapWrapper,size,Long Statement
berkeley,edu.berkeley.nlp.lm.bits,BitUtils,main,Magic Number
berkeley,edu.berkeley.nlp.lm.bits,BitStream,nextConsecutiveZeros,Long Identifier
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,argmax,Complex Conditional
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,max,Complex Conditional
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,getCapacity,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,switchMapType,Complex Method
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,hash,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,hash,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,hash,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,hash,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,findHelper,Complex Conditional
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,findHelper,Complex Conditional
berkeley,edu.berkeley.nlp.lm.collections,TIntMap,findHelper,Complex Method
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,LongToIntHashMap,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,toSize,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,rehash,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,getInitialPos,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,getObjectsSortedByValue,Long Statement
berkeley,edu.berkeley.nlp.lm.collections,Counter,maxMinHelp,Complex Conditional
berkeley,edu.berkeley.nlp.lm.collections,Counter,toStringSortedByKeys,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,Counter,main,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,LongHashSet,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,toSize,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,rehash,Magic Number
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,getInitialPos,Magic Number
